Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Gene Type	Input ID
PF3D7_1353100	PF3D7_1353100.1	P. falciparum 3D7	Pf3D7_13_v3:2,124,272..2,125,270(-)	Plasmodium exported protein, unknown function	protein coding	814240
PF3D7_1353200	PF3D7_1353200.1	P. falciparum 3D7	Pf3D7_13_v3:2,130,531..2,131,065(+)	membrane associated histidine-rich protein 2	protein coding	814241
PF3D7_1353300	PF3D7_1353300.1	P. falciparum 3D7	Pf3D7_13_v3:2,132,068..2,138,583(-)	conserved Plasmodium protein, unknown function	protein coding	814242
PF3D7_1353700	PF3D7_1353700.1	P. falciparum 3D7	Pf3D7_13_v3:2,150,068..2,150,574(+)	reactive oxygen species modulator 1, putative	protein coding	814245
PF3D7_1354300	PF3D7_1354300.1	P. falciparum 3D7	Pf3D7_13_v3:2,164,239..2,167,416(-)	large subunit rRNA methyltransferase, putative	protein coding	814250
PF3D7_1354900	PF3D7_1354900.1	P. falciparum 3D7	Pf3D7_13_v3:2,184,037..2,185,950(+)	conserved Plasmodium protein, unknown function	protein coding	814254
PF3D7_1355700	PF3D7_1355700.1	P. falciparum 3D7	Pf3D7_13_v3:2,206,592..2,210,458(-)	NLI interacting factor-like phosphatase, putative	protein coding	813837
PF3D7_1357000	PF3D7_1357000.1	P. falciparum 3D7	Pf3D7_13_v3:2,265,817..2,267,148(-)	elongation factor 1-alpha	protein coding	814267
PF3D7_1357100	PF3D7_1357100.1	P. falciparum 3D7	Pf3D7_13_v3:2,268,901..2,270,232(+)	elongation factor 1-alpha	protein coding	814268
PF3D7_1357200	PF3D7_1357200.1	P. falciparum 3D7	Pf3D7_13_v3:2,271,537..2,274,083(+)	glutamate--tRNA ligase	protein coding	813843
PF3D7_1357400	PF3D7_1357400.1	P. falciparum 3D7	Pf3D7_13_v3:2,276,521..2,280,060(+)	conserved Plasmodium protein, unknown function	protein coding	814270
PF3D7_1358100	PF3D7_1358100.1	P. falciparum 3D7	Pf3D7_13_v3:2,305,436..2,307,640(-)	Sas10 domain-containing protein, putative	protein coding	814273
PF3D7_1358600	PF3D7_1358600.1	P. falciparum 3D7	Pf3D7_13_v3:2,322,060..2,325,077(+)	zinc finger protein, putative	protein coding	814276
PF3D7_1359400	PF3D7_1359400.1	P. falciparum 3D7	Pf3D7_13_v3:2,359,251..2,361,198(-)	CUGBP Elav-like family member 1	protein coding	814277
PF3D7_1359600	PF3D7_1359600.1	P. falciparum 3D7	Pf3D7_13_v3:2,371,882..2,377,959(+)	conserved Plasmodium protein, unknown function	protein coding	813858
PF3D7_1360700	PF3D7_1360700.1	P. falciparum 3D7	Pf3D7_13_v3:2,426,133..2,431,183(-)	E3 SUMO-protein ligase PIAS, putative	protein coding	813866, 814282
PF3D7_1360800	PF3D7_1360800.1	P. falciparum 3D7	Pf3D7_13_v3:2,435,343..2,438,924(+)	falcilysin	protein coding	814283
PF3D7_1361200	PF3D7_1361200.1	P. falciparum 3D7	Pf3D7_13_v3:2,455,261..2,461,424(+)	conserved Plasmodium protein, unknown function	protein coding	813868
PF3D7_1361800	PF3D7_1361800.1	P. falciparum 3D7	Pf3D7_13_v3:2,473,530..2,481,626(+)	glideosome-associated connector	protein coding	813872
PF3D7_1362400	PF3D7_1362400.1	P. falciparum 3D7	Pf3D7_13_v3:2,495,924..2,502,070(+)	calpain	protein coding	813875
PF3D7_1362600	PF3D7_1362600.1	P. falciparum 3D7	Pf3D7_13_v3:2,506,148..2,507,214(+)	conserved protein, unknown function	protein coding	813877
PF3D7_1364200	PF3D7_1364200.1	P. falciparum 3D7	Pf3D7_13_v3:2,571,845..2,577,286(-)	nucleoporin NUP205, putative	protein coding	814298
PF3D7_1364400	PF3D7_1364400.1	P. falciparum 3D7	Pf3D7_13_v3:2,585,032..2,594,829(+)	conserved Plasmodium protein, unknown function	protein coding	813889
PF3D7_1365000	PF3D7_1365000.1	P. falciparum 3D7	Pf3D7_13_v3:2,608,698..2,609,744(+)	conserved Plasmodium protein, unknown function	protein coding	814301
PF3D7_1365600	PF3D7_1365600.1	P. falciparum 3D7	Pf3D7_13_v3:2,621,261..2,624,000(+)	DNA topoisomerase 6 subunit B, putative	protein coding	813894
PF3D7_1365700	PF3D7_1365700.1	P. falciparum 3D7	Pf3D7_13_v3:2,624,553..2,626,098(-)	SNARE associated Golgi protein, putative	protein coding	813895
PF3D7_1365900	PF3D7_1365900.1	P. falciparum 3D7	Pf3D7_13_v3:2,632,534..2,633,260(-)	ubiquitin-60S ribosomal protein L40	protein coding	814305
PF3D7_1366300	PF3D7_1366300.1	P. falciparum 3D7	Pf3D7_13_v3:2,638,955..2,652,697(-)	conserved Plasmodium protein, unknown function	protein coding	813900
PF3D7_1366400	PF3D7_1366400.1	P. falciparum 3D7	Pf3D7_13_v3:2,655,277..2,659,065(-)	rhoptry protein RHOP148	protein coding	814307
PF3D7_1366900	PF3D7_1366900.1	P. falciparum 3D7	Pf3D7_13_v3:2,675,590..2,677,966(+)	conserved protein, unknown function	protein coding	813903
PF3D7_1367000	PF3D7_1367000.1	P. falciparum 3D7	Pf3D7_13_v3:2,679,415..2,680,425(-)	suppressor of kinetochore protein 1, putative	protein coding	813904
PF3D7_1367400	PF3D7_1367400.1	P. falciparum 3D7	Pf3D7_13_v3:2,687,561..2,690,701(+)	conserved Plasmodium protein, unknown function	protein coding	814311
PF3D7_1367700	PF3D7_1367700.1	P. falciparum 3D7	Pf3D7_13_v3:2,695,655..2,699,881(+)	alanine--tRNA ligase	protein coding	814313
PF3D7_1368100	PF3D7_1368100.1	P. falciparum 3D7	Pf3D7_13_v3:2,710,406..2,711,718(-)	26S proteasome regulatory subunit RPN11, putative	protein coding	813911
PF3D7_1368200	PF3D7_1368200.1	P. falciparum 3D7	Pf3D7_13_v3:2,713,463..2,715,436(-)	ABC transporter E family member 1, putative	protein coding	813912
PF3D7_1368400	PF3D7_1368400.1	P. falciparum 3D7	Pf3D7_13_v3:2,719,490..2,721,420(-)	ribosomal protein L1, putative	protein coding	814315
PF3D7_1369200	PF3D7_1369200.1	P. falciparum 3D7	Pf3D7_13_v3:2,749,595..2,756,107(+)	conserved Plasmodium protein, unknown function	protein coding	813917
PF3D7_1400100	PF3D7_1400100.1	P. falciparum 3D7	Pf3D7_14_v3:1,393..5,343(+)	erythrocyte membrane protein 1 (PfEMP1), pseudogene	protein coding	811589
PF3D7_1401100	PF3D7_1401100.1	P. falciparum 3D7	Pf3D7_14_v3:41,289..43,093(-)	DnaJ protein, putative	protein coding	811599
PF3D7_1401200	PF3D7_1401200.1	P. falciparum 3D7	Pf3D7_14_v3:46,833..47,744(+)	Plasmodium exported protein, unknown function	protein coding	811598
PF3D7_1402300	PF3D7_1402300.1	P. falciparum 3D7	Pf3D7_14_v3:85,883..87,883(-)	26S proteasome regulatory subunit RPN6	protein coding	811608
PF3D7_1402500	PF3D7_1402500.1	P. falciparum 3D7	Pf3D7_14_v3:92,264..93,537(-)	ribosomal protein S27a, putative	protein coding	811609
PF3D7_1402700	PF3D7_1402700.1	P. falciparum 3D7	Pf3D7_14_v3:94,980..98,404(-)	U2 snRNP-associated SURP motif-containing protein, putative	protein coding	811610
PF3D7_1402800	PF3D7_1402800.1	P. falciparum 3D7	Pf3D7_14_v3:100,847..105,624(+)	conserved Plasmodium protein, unknown function	protein coding	811611
PF3D7_1403300	PF3D7_1403300.1	P. falciparum 3D7	Pf3D7_14_v3:121,855..125,340(-)	tetratricopeptide repeat protein, putative	protein coding	811613
PF3D7_1403400	PF3D7_1403400.1	P. falciparum 3D7	Pf3D7_14_v3:125,986..129,877(+)	conserved Plasmodium protein, unknown function	protein coding	811614
PF3D7_1404900	PF3D7_1404900.1	P. falciparum 3D7	Pf3D7_14_v3:170,000..170,893(+)	conserved Plasmodium protein, unknown function	protein coding	811628
PF3D7_1405700	PF3D7_1405700.1	P. falciparum 3D7	Pf3D7_14_v3:196,327..198,486(-)	RING zinc finger protein, putative	protein coding	811636
PF3D7_1405800	PF3D7_1405800.1	P. falciparum 3D7	Pf3D7_14_v3:200,493..204,143(-)	ribosome biogenesis protein BOP1, putative	protein coding	811637
PF3D7_1406200	PF3D7_1406200.1	P. falciparum 3D7	Pf3D7_14_v3:217,845..226,307(+)	transcription elongation factor SPT6, putative	protein coding	811641
PF3D7_1407300	PF3D7_1407300.1	P. falciparum 3D7	Pf3D7_14_v3:264,403..267,074(+)	pre-mRNA-splicing factor 38B, putative	protein coding	811652
PF3D7_1408200	PF3D7_1408200.1	P. falciparum 3D7	Pf3D7_14_v3:300,725..305,833(-)	AP2 domain transcription factor AP2-G2, putative	protein coding	811661
PF3D7_1409100	PF3D7_1409100.1	P. falciparum 3D7	Pf3D7_14_v3:356,550..360,188(+)	aldo-keto reductase, putative	protein coding	811669
PF3D7_1409800	PF3D7_1409800.1	P. falciparum 3D7	Pf3D7_14_v3:383,188..384,732(+)	CUGBP Elav-like family member 2, putative	protein coding	811677
PF3D7_1410400	PF3D7_1410400.1	P. falciparum 3D7	Pf3D7_14_v3:420,442..422,790(+)	rhoptry-associated protein 1	protein coding	811683
PF3D7_1410800	PF3D7_1410800.1	P. falciparum 3D7	Pf3D7_14_v3:433,951..435,318(+)	ankyrin-repeat protein, putative	protein coding	811687
PF3D7_1410900	PF3D7_1410900.1	P. falciparum 3D7	Pf3D7_14_v3:437,224..439,466(+)	ribosome maturation protein SBDS, putative	protein coding	811688
PF3D7_1412100	PF3D7_1412100.1	P. falciparum 3D7	Pf3D7_14_v3:484,438..487,308(+)	mini-chromosome maintenance complex-binding protein, putative	protein coding	811701
PF3D7_1412400	PF3D7_1412400.1	P. falciparum 3D7	Pf3D7_14_v3:493,971..504,345(-)	conserved Plasmodium protein, unknown function	protein coding	811704
PF3D7_1412500	PF3D7_1412500.1	P. falciparum 3D7	Pf3D7_14_v3:507,360..508,868(+)	actin II	protein coding	811705
PF3D7_1412700	PF3D7_1412700.1	P. falciparum 3D7	Pf3D7_14_v3:512,363..516,022(+)	AAA family ATPase, putative	protein coding	811707
PF3D7_1412900	PF3D7_1412900.1	P. falciparum 3D7	Pf3D7_14_v3:521,209..522,898(+)	ubiquitin-conjugating enzyme E2, putative	protein coding	811709
PF3D7_1412900	PF3D7_1412900.2	P. falciparum 3D7	Pf3D7_14_v3:521,209..522,898(+)	ubiquitin-conjugating enzyme E2, putative	protein coding	811709
PF3D7_1413200	PF3D7_1413200.1	P. falciparum 3D7	Pf3D7_14_v3:530,135..531,739(-)	conserved Plasmodium protein, unknown function	protein coding	811712
PF3D7_1414000	PF3D7_1414000.1	P. falciparum 3D7	Pf3D7_14_v3:553,639..555,772(-)	26S proteasome regulatory subunit RPN13, putative	protein coding	811719
PF3D7_1414200	PF3D7_1414200.1	P. falciparum 3D7	Pf3D7_14_v3:564,024..565,247(-)	conserved Plasmodium protein, unknown function	protein coding	811721
PF3D7_1414400	PF3D7_1414400.1	P. falciparum 3D7	Pf3D7_14_v3:575,496..577,055(+)	serine/threonine protein phosphatase PP1	protein coding	811723
PF3D7_1414500	PF3D7_1414500.1	P. falciparum 3D7	Pf3D7_14_v3:578,369..587,529(-)	atypical protein kinase, ABC-1 family, putative	protein coding	811724
PF3D7_1415400	PF3D7_1415400.1	P. falciparum 3D7	Pf3D7_14_v3:618,897..623,321(+)	conserved Plasmodium protein, unknown function	protein coding	811733
PF3D7_1416900	PF3D7_1416900.1	P. falciparum 3D7	Pf3D7_14_v3:685,437..686,368(-)	prefoldin subunit 2, putative	protein coding	811748
PF3D7_1417200	PF3D7_1417200.1	P. falciparum 3D7	Pf3D7_14_v3:694,585..708,177(+)	NOT family protein, putative	protein coding	811751
PF3D7_1417500	PF3D7_1417500.1	P. falciparum 3D7	Pf3D7_14_v3:726,979..728,379(-)	H/ACA ribonucleoprotein complex subunit 4, putative	protein coding	811755
PF3D7_1417700	PF3D7_1417700.1	P. falciparum 3D7	Pf3D7_14_v3:750,330..751,684(+)	conserved protein, unknown function	protein coding	811757
PF3D7_1417800	PF3D7_1417800.1	P. falciparum 3D7	Pf3D7_14_v3:753,389..756,440(+)	DNA replication licensing factor MCM2	protein coding	811758
PF3D7_1418000	PF3D7_1418000.1	P. falciparum 3D7	Pf3D7_14_v3:759,360..761,422(-)	ubiquitin fusion degradation protein 1, putative	protein coding	811759
PF3D7_1419000	PF3D7_1419000.1	P. falciparum 3D7	Pf3D7_14_v3:786,958..790,458(-)	conserved Plasmodium protein, unknown function	protein coding	811765
PF3D7_1419600	PF3D7_1419600.1	P. falciparum 3D7	Pf3D7_14_v3:815,324..818,245(-)	conserved Plasmodium protein, unknown function	protein coding	811771
PF3D7_1419700	PF3D7_1419700.1	P. falciparum 3D7	Pf3D7_14_v3:820,068..821,597(+)	conserved Plasmodium protein, unknown function	protein coding	811772
PF3D7_1420000	PF3D7_1420000.1	P. falciparum 3D7	Pf3D7_14_v3:828,904..830,773(-)	splicing factor 3B subunit 4, putative	protein coding	811775
PF3D7_1420300	PF3D7_1420300.1	P. falciparum 3D7	Pf3D7_14_v3:843,711..844,619(+)	DNL-type zinc finger protein	protein coding	811778
PF3D7_1420400	PF3D7_1420400.1	P. falciparum 3D7	Pf3D7_14_v3:846,508..849,177(+)	glycine--tRNA ligase	protein coding	811779
PF3D7_1420700	PF3D7_1420700.1	P. falciparum 3D7	Pf3D7_14_v3:860,011..863,080(+)	surface protein P113	protein coding	811782
PF3D7_1423200	PF3D7_1423200.1	P. falciparum 3D7	Pf3D7_14_v3:933,059..935,357(+)	peptidyl-prolyl cis-trans isomerase	protein coding	811805
PF3D7_1423700	PF3D7_1423700.1	P. falciparum 3D7	Pf3D7_14_v3:959,074..963,750(-)	conserved Plasmodium protein, unknown function	protein coding	811810
PF3D7_1423800	PF3D7_1423800.1	P. falciparum 3D7	Pf3D7_14_v3:967,563..972,311(+)	vacuolar protein sorting-associated protein 3, putative	protein coding	811811
PF3D7_1424100	PF3D7_1424100.1	P. falciparum 3D7	Pf3D7_14_v3:973,853..975,543(-)	60S ribosomal protein L5, putative	protein coding	811812
PF3D7_1424400	PF3D7_1424400.1	P. falciparum 3D7	Pf3D7_14_v3:977,908..979,166(+)	60S ribosomal protein L7-3, putative	protein coding	811813
PF3D7_1425300	PF3D7_1425300.1	P. falciparum 3D7	Pf3D7_14_v3:985,365..987,755(-)	conserved Plasmodium protein, unknown function	protein coding	811815
PF3D7_1425900	PF3D7_1425900.1	P. falciparum 3D7	Pf3D7_14_v3:1,012,696..1,014,265(-)	conserved Plasmodium protein, unknown function	protein coding	811821
PF3D7_1426000	PF3D7_1426000.1	P. falciparum 3D7	Pf3D7_14_v3:1,016,133..1,016,618(-)	60S ribosomal protein L21	protein coding	811822
PF3D7_1426100	PF3D7_1426100.1	P. falciparum 3D7	Pf3D7_14_v3:1,018,745..1,019,260(-)	transcription factor BTF3, putative	protein coding	811823
PF3D7_1426700	PF3D7_1426700.1	P. falciparum 3D7	Pf3D7_14_v3:1,036,137..1,039,583(-)	phosphoenolpyruvate carboxylase	protein coding	811828
PF3D7_1427300	PF3D7_1427300.1	P. falciparum 3D7	Pf3D7_14_v3:1,064,142..1,069,386(+)	conserved Plasmodium protein, unknown function	protein coding	811834
PF3D7_1427900	PF3D7_1427900.1	P. falciparum 3D7	Pf3D7_14_v3:1,092,936..1,093,781(+)	leucine-rich repeat protein	protein coding	811839
PF3D7_1428100	PF3D7_1428100.1	P. falciparum 3D7	Pf3D7_14_v3:1,098,038..1,099,951(-)	WW domain-binding protein 11, putative	protein coding	811841
PF3D7_1428300	PF3D7_1428300.1	P. falciparum 3D7	Pf3D7_14_v3:1,105,200..1,106,514(-)	proliferation-associated protein 2g4, putative	protein coding	811843
PF3D7_1429100	PF3D7_1429100.1	P. falciparum 3D7	Pf3D7_14_v3:1,142,154..1,143,791(+)	apicoplast ribosomal protein L15 precursor, putative	protein coding	811852
PF3D7_1429800	PF3D7_1429800.1	P. falciparum 3D7	Pf3D7_14_v3:1,170,829..1,175,293(+)	coatomer subunit beta, putative	protein coding	811859
PF3D7_1430100	PF3D7_1430100.1	P. falciparum 3D7	Pf3D7_14_v3:1,184,910..1,187,042(+)	serine/threonine protein phosphatase 2A activator	protein coding	811862
PF3D7_1430300	PF3D7_1430300.1	P. falciparum 3D7	Pf3D7_14_v3:1,191,946..1,199,919(-)	acid phosphatase, putative	protein coding	811864
PF3D7_1431000	PF3D7_1431000.1	P. falciparum 3D7	Pf3D7_14_v3:1,218,105..1,218,999(-)	mitochondrial ribosomal protein L17-2 precursor, putative	protein coding	811871
PF3D7_1431300	PF3D7_1431300.1	P. falciparum 3D7	Pf3D7_14_v3:1,231,036..1,233,841(+)	large subunit GTPase 1, putative	protein coding	811874
PF3D7_1431500	PF3D7_1431500.1	P. falciparum 3D7	Pf3D7_14_v3:1,238,851..1,241,595(-)	mitogen-activated protein kinase 1	protein coding	811876
PF3D7_1432600	PF3D7_1432600.1	P. falciparum 3D7	Pf3D7_14_v3:1,285,667..1,289,254(-)	conserved Plasmodium protein, unknown function	protein coding	811890
PF3D7_1433400	PF3D7_1433400.1	P. falciparum 3D7	Pf3D7_14_v3:1,312,304..1,329,577(-)	zinc finger protein, putative	protein coding	811897
PF3D7_1433500	PF3D7_1433500.1	P. falciparum 3D7	Pf3D7_14_v3:1,332,363..1,337,301(-)	DNA topoisomerase 2	protein coding	811898
PF3D7_1433800	PF3D7_1433800.1	P. falciparum 3D7	Pf3D7_14_v3:1,350,313..1,358,379(-)	conserved Plasmodium protein, unknown function	protein coding	811901
PF3D7_1434200	PF3D7_1434200.1	P. falciparum 3D7	Pf3D7_14_v3:1,368,815..1,369,796(-)	calmodulin	protein coding	811905
PF3D7_1434300	PF3D7_1434300.1	P. falciparum 3D7	Pf3D7_14_v3:1,372,903..1,374,597(+)	Hsp70/Hsp90 organizing protein	protein coding	811906
PF3D7_1434400	PF3D7_1434400.1	P. falciparum 3D7	Pf3D7_14_v3:1,375,624..1,376,830(-)	conserved protein, unknown function	protein coding	811907
PF3D7_1434500	PF3D7_1434500.1	P. falciparum 3D7	Pf3D7_14_v3:1,378,348..1,402,665(-)	dynein-related AAA-type ATPase, putative	protein coding	811908
PF3D7_1434800	PF3D7_1434800.1	P. falciparum 3D7	Pf3D7_14_v3:1,410,139..1,410,897(+)	mitochondrial acidic protein MAM33, putative	protein coding	811911
PF3D7_1435300	PF3D7_1435300.1	P. falciparum 3D7	Pf3D7_14_v3:1,421,901..1,431,221(-)	glutamate synthase [NADH], putative	protein coding	811916
PF3D7_1435600	PF3D7_1435600.1	P. falciparum 3D7	Pf3D7_14_v3:1,437,511..1,442,877(-)	conserved Plasmodium protein, unknown function	protein coding	811919
PF3D7_1435700	PF3D7_1435700.1	P. falciparum 3D7	Pf3D7_14_v3:1,445,085..1,449,491(-)	ataxin-2 like protein, putative	protein coding	811920
PF3D7_1435700	PF3D7_1435700.2	P. falciparum 3D7	Pf3D7_14_v3:1,445,085..1,449,491(-)	ataxin-2 like protein, putative	protein coding	811920
PF3D7_1436000	PF3D7_1436000.1	P. falciparum 3D7	Pf3D7_14_v3:1,458,131..1,459,870(+)	glucose-6-phosphate isomerase	protein coding	811923
PF3D7_1436100	PF3D7_1436100.1	P. falciparum 3D7	Pf3D7_14_v3:1,461,388..1,467,590(+)	conserved Plasmodium membrane protein, unknown function	protein coding	811924
PF3D7_1436200	PF3D7_1436200.1	P. falciparum 3D7	Pf3D7_14_v3:1,467,629..1,474,438(-)	conserved Plasmodium protein, unknown function	protein coding	811925
PF3D7_1436300	PF3D7_1436300.1	P. falciparum 3D7	Pf3D7_14_v3:1,479,777..1,482,758(+)	translocon component PTEX150	protein coding	811926
PF3D7_1437200	PF3D7_1437200.1	P. falciparum 3D7	Pf3D7_14_v3:1,507,359..1,510,089(-)	ribonucleoside-diphosphate reductase large subunit, putative	protein coding	811934
PF3D7_1437900	PF3D7_1437900.1	P. falciparum 3D7	Pf3D7_14_v3:1,533,329..1,534,947(+)	HSP40, subfamily A	protein coding	811941
PF3D7_1438000	PF3D7_1438000.1	P. falciparum 3D7	Pf3D7_14_v3:1,536,484..1,538,469(-)	eukaryotic translation initiation factor eIF2A, putative	protein coding	811942
PF3D7_1438400	PF3D7_1438400.1	P. falciparum 3D7	Pf3D7_14_v3:1,548,918..1,556,721(+)	metacaspase-2	protein coding	811945
PF3D7_1438900	PF3D7_1438900.1	P. falciparum 3D7	Pf3D7_14_v3:1,575,984..1,576,571(+)	thioredoxin peroxidase 1	protein coding	811950
PF3D7_1439300	PF3D7_1439300.1	P. falciparum 3D7	Pf3D7_14_v3:1,594,505..1,600,061(+)	Sad1/UNC domain-containing protein, putative	protein coding	811954
PF3D7_1439500	PF3D7_1439500.1	P. falciparum 3D7	Pf3D7_14_v3:1,608,519..1,611,743(+)	oocyst rupture protein 2, putative	protein coding	811956
PF3D7_1440100	PF3D7_1440100.1	P. falciparum 3D7	Pf3D7_14_v3:1,633,211..1,636,255(-)	conserved Plasmodium protein, unknown function	protein coding	811962
PF3D7_1441100	PF3D7_1441100.1	P. falciparum 3D7	Pf3D7_14_v3:1,673,386..1,674,069(-)	conserved Plasmodium protein, unknown function	protein coding	811972
PF3D7_1441200	PF3D7_1441200.1	P. falciparum 3D7	Pf3D7_14_v3:1,678,662..1,679,486(+)	60S ribosomal protein L1, putative	protein coding	811973
PF3D7_1441300	PF3D7_1441300.1	P. falciparum 3D7	Pf3D7_14_v3:1,681,791..1,689,157(+)	serine/threonine protein kinase, putative	protein coding	811974
PF3D7_1441400	PF3D7_1441400.1	P. falciparum 3D7	Pf3D7_14_v3:1,690,993..1,692,513(+)	FACT complex subunit SSRP1, putative	protein coding	811975
PF3D7_1442400	PF3D7_1442400.1	P. falciparum 3D7	Pf3D7_14_v3:1,717,171..1,723,512(+)	conserved Plasmodium protein, unknown function	protein coding	811984
PF3D7_1442900	PF3D7_1442900.1	P. falciparum 3D7	Pf3D7_14_v3:1,753,510..1,763,664(+)	protein transport protein SEC7, putative	protein coding	811989
PF3D7_1443100	PF3D7_1443100.1	P. falciparum 3D7	Pf3D7_14_v3:1,769,626..1,771,350(-)	conserved Plasmodium protein, unknown function	protein coding	811991
PF3D7_1443600	PF3D7_1443600.1	P. falciparum 3D7	Pf3D7_14_v3:1,784,933..1,790,629(-)	gamma-tubulin complex component, putative	protein coding	811996
PF3D7_1444800	PF3D7_1444800.1	P. falciparum 3D7	Pf3D7_14_v3:1,844,041..1,845,617(-)	fructose-bisphosphate aldolase	protein coding	812007
PF3D7_1445400	PF3D7_1445400.1	P. falciparum 3D7	Pf3D7_14_v3:1,862,775..1,865,420(-)	protein serine/threonine kinase-1	protein coding	812013
PF3D7_1445700	PF3D7_1445700.1	P. falciparum 3D7	Pf3D7_14_v3:1,875,421..1,876,874(-)	conserved Plasmodium protein, unknown function	protein coding	812016
PF3D7_1445900	PF3D7_1445900.1	P. falciparum 3D7	Pf3D7_14_v3:1,885,443..1,888,323(+)	ATP-dependent RNA helicase DDX5, putative	protein coding	812019
PF3D7_1446500	PF3D7_1446500.1	P. falciparum 3D7	Pf3D7_14_v3:1,907,197..1,916,202(+)	nucleoporin NUP313, putative	protein coding	812024
PF3D7_1446600	PF3D7_1446600.1	P. falciparum 3D7	Pf3D7_14_v3:1,917,232..1,918,010(-)	centrin-2	protein coding	812025
PF3D7_1447000	PF3D7_1447000.1	P. falciparum 3D7	Pf3D7_14_v3:1,929,931..1,931,379(+)	40S ribosomal protein S5	protein coding	812030
PF3D7_1447200	PF3D7_1447200.1	P. falciparum 3D7	Pf3D7_14_v3:1,933,985..1,935,775(+)	conserved protein, unknown function	protein coding	812032
PF3D7_1447800	PF3D7_1447800.1	P. falciparum 3D7	Pf3D7_14_v3:1,947,246..1,953,206(+)	calponin homology domain-containing protein, putative	protein coding	812036
PF3D7_1448300	PF3D7_1448300.1	P. falciparum 3D7	Pf3D7_14_v3:1,972,498..1,977,423(-)	conserved protein, unknown function	protein coding	812043
PF3D7_1448500	PF3D7_1448500.1	P. falciparum 3D7	Pf3D7_14_v3:1,984,189..1,995,574(-)	conserved Plasmodium protein, unknown function	protein coding	812045
PF3D7_1448600	PF3D7_1448600.1	P. falciparum 3D7	Pf3D7_14_v3:1,997,542..1,998,303(-)	SNARE protein, putative	protein coding	812046
PF3D7_1449400	PF3D7_1449400.1	P. falciparum 3D7	Pf3D7_14_v3:2,020,209..2,024,137(-)	crossover junction endonuclease MUS81, putative	protein coding	812052
PF3D7_1449800	PF3D7_1449800.1	P. falciparum 3D7	Pf3D7_14_v3:2,043,009..2,043,542(+)	conserved protein, unknown function	protein coding	812056
PF3D7_1450300	PF3D7_1450300.1	P. falciparum 3D7	Pf3D7_14_v3:2,056,641..2,059,238(+)	NADPH--cytochrome P450 reductase, putative	protein coding	812060
PF3D7_1450700	PF3D7_1450700.1	P. falciparum 3D7	Pf3D7_14_v3:2,078,488..2,080,350(+)	conserved Plasmodium protein, unknown function	protein coding	812064
PF3D7_1451100	PF3D7_1451100.1	P. falciparum 3D7	Pf3D7_14_v3:2,090,902..2,093,400(+)	elongation factor 2	protein coding	812068
PF3D7_1451200	PF3D7_1451200.1	P. falciparum 3D7	Pf3D7_14_v3:2,094,340..2,099,736(-)	conserved Plasmodium protein, unknown function	protein coding	812069
PF3D7_1451700	PF3D7_1451700.1	P. falciparum 3D7	Pf3D7_14_v3:2,118,947..2,120,280(-)	calcineurin subunit B	protein coding	812074
PF3D7_1451800	PF3D7_1451800.1	P. falciparum 3D7	Pf3D7_14_v3:2,123,461..2,126,599(+)	sortilin	protein coding	812075
PF3D7_1451900	PF3D7_1451900.1	P. falciparum 3D7	Pf3D7_14_v3:2,128,168..2,131,257(-)	ribosome biogenesis protein TSR1, putative	protein coding	812076
PF3D7_1452000	PF3D7_1452000.1	P. falciparum 3D7	Pf3D7_14_v3:2,134,298..2,140,867(+)	rhoptry neck protein 2	protein coding	812077
PF3D7_1452400	PF3D7_1452400.1	P. falciparum 3D7	Pf3D7_14_v3:2,148,421..2,151,123(+)	conserved Plasmodium protein, unknown function	protein coding	812081
PF3D7_1452500	PF3D7_1452500.1	P. falciparum 3D7	Pf3D7_14_v3:2,151,823..2,153,614(-)	syntaxin-6, putative	protein coding	812082
PF3D7_1453700	PF3D7_1453700.1	P. falciparum 3D7	Pf3D7_14_v3:2,207,027..2,208,320(+)	HSP90 co-chaperone p23	protein coding	812092
PF3D7_1454400	PF3D7_1454400.1	P. falciparum 3D7	Pf3D7_14_v3:2,234,143..2,236,476(+)	aminopeptidase P	protein coding	812099
PF3D7_1455300	PF3D7_1455300.1	P. falciparum 3D7	Pf3D7_14_v3:2,259,465..2,261,297(+)	conserved protein, unknown function	protein coding	812109
PF3D7_1455500	PF3D7_1455500.1	P. falciparum 3D7	Pf3D7_14_v3:2,267,201..2,270,851(+)	AP-1 complex subunit gamma, putative	protein coding	812111
PF3D7_1455700	PF3D7_1455700.1	P. falciparum 3D7	Pf3D7_14_v3:2,278,701..2,282,162(-)	conserved Plasmodium protein, unknown function	protein coding	812113
PF3D7_1456700	PF3D7_1456700.1	P. falciparum 3D7	Pf3D7_14_v3:2,323,772..2,325,826(-)	conserved Plasmodium protein, unknown function	protein coding	812122
PF3D7_1456800	PF3D7_1456800.1	P. falciparum 3D7	Pf3D7_14_v3:2,329,933..2,332,086(-)	V-type H(+)-translocating pyrophosphatase, putative	protein coding	812123
PF3D7_1457200	PF3D7_1457200.1	P. falciparum 3D7	Pf3D7_14_v3:2,343,640..2,344,218(-)	thioredoxin 1	protein coding	812127
PF3D7_1457400	PF3D7_1457400.1	P. falciparum 3D7	Pf3D7_14_v3:2,350,985..2,360,152(+)	conserved Plasmodium protein, unknown function	protein coding	812129
